block,streetName,streetType,stretTypeNum,streetDirection,overall,crack,patch,length,width,dateRated,dateLastOverlay,flushOil,classnum,flushOilNum,class,pavement,streetID,NumofYrs
100,ABERDEEN,TER,1,,7,3,4,530,22,12/1/2000,1988,O,1,2,Local,3,12581174,12
100,ACADEMY,PL,2,,6,3,3,588,28,1/1/2016,1985,O,1,2,Local,3,12576512,31
100,ACADEMY,ST,3,,8,4,5,325,25,1/1/2016,1999,O,1,2,Local,3,12571714,17
100,ADAMS,ST,3,E,10,5,5,176,64,1/1/2016,2000,F,1,3,Local,6,12577644,16
100,ADAMS,ST,3,W,10,3,4,352,64,1/1/2016,2000,F,1,3,Local,6,12573680,16
100,AINSLEY,DR,4,,8,4,4,411,26,12/1/1999,1985,F,2,3,CO,3,12576911,14
100,AINSLEY,DR,4,,8,4,4,411,26,12/1/1999,1985,F,2,3,CO,3,12576914,14
100,ALANSON,RD,5,,3,1,3,880,18,12/1/1999,1985,F,1,3,Local,3,12572942,14
100,ALANSON,RD,5,,3,1,3,880,18,12/1/1999,1985,F,1,3,Local,3,12571891,14
100,ALANSON,RD,5,,3,1,3,880,18,12/1/1999,1985,F,1,3,Local,3,12572940,14
100,ALBERT,RD,5,,8,3,5,327,27,12/1/1999,1985,O,1,2,Local,3,12578942,14
100,ALDEN,ST,3,,6,3,4,792,26,12/1/1999,1989,,1,1,Local,3,12576956,10
100,ALEXANDER,AVE,6,,4,2,3,686.4,27,1/1/2016,1985,F,1,3,Local,4,12577333,31
100,ALMOND,ST,3,,7,3,4,150,54,3/1/2000,1999,F,1,3,Local,6,12577993,1
100,ALMOND,ST,3,,7,3,4,150,54,3/1/2000,1999,F,1,3,Local,6,12578006,1
100,ALTON,ST,3,,6,3,4,1050,25,12/1/1999,1985,,1,1,Local,3,13002170,14
100,ALTON,ST,3,,6,3,4,1050,25,12/1/1999,1985,,1,1,Local,3,13011484,14
100,ALVORD,ST,3,S,6,3,4,352,32,12/1/1999,1987,F,1,3,Local,6,12580079,12
100,AMES,AVE,6,,8,4,5,323,26,12/1/1999,1985,O,1,2,Local,3,12571734,14
100,AMHERST,AVE,6,,5,2,3,557,25,1/1/2016,1985,F,1,3,Local,4,12576881,31
100,AMIDON,DR,4,,7,3,4,250,27,1/1/2016,1999,,1,1,Local,4,13002105,17
100,AMY,ST,3,,7,3,4,792,27,1/1/2016,1999,,1,1,Local,3,12573417,17
100,ANDERSON,AVE,6,,10,5,5,1150,25,12/1/1999,1999,O,1,2,Local,3,12576600,0
100,ANDOVER,RD,5,,8,4,5,323,21,12/1/1999,1985,,1,1,Local,6,12577527,14
100,ARCH,ST,3,,7,3,4,546,18,12/1/2000,1985,O,1,2,Local,3,12581146,15
100,ARCHER,RD,5,,10,5,5,844.8,28,12/1/1999,1999,,1,1,Local,3,12572325,0
100,ARDEN,DR,4,,6,3,4,323,28,12/1/1999,1985,,1,1,Local,3,12571869,14
100,ARDMORE,PL,2,,8,4,4,317,21,12/1/2000,1999,O,1,2,Local,3,12580665,1
100,ARDMORE,PL,2,,8,4,4,317,21,12/1/2000,1999,O,1,2,Local,3,12580667,1
100,ARGONNE,DR,4,,6,3,3,247,26,12/1/1999,1985,,1,1,Local,3,12572899,14
100,ARGYLE,AVE,6,,6,3,4,175,22,1/1/2000,1989,O,1,2,Local,3,12580767,11
100,ARGYLE,TER,1,,4,2,4,360,25,12/1/1999,1999,F,1,3,Local,3,12573198,0
100,ARLINGTON,AVE,6,,5,3,3,350,36,1/1/2016,1999,F,1,3,Local,6,12572035,17
100,ARMSTRONG,PL,2,,8,4,5,1330,27,12/1/1999,1999,O,1,2,Local,3,12571903,0
100,ARNTS,PL,2,,7,3,4,686.4,28,12/1/2000,1999,O,1,2,Local,3,12575521,1
100,ARSENAL,DR,4,,7,3,5,495,17.5,1/1/2016,1999,O,1,2,Local,3,12576562,17
100,ASH,ST,3,,10,5,5,411,30,12/1/1999,1999,F,1,3,Local,6,12575114,0
100,ASHDALE,AVE,6,,8,4,4,716,27,12/1/2000,1988,O,1,2,Local,3,12581076,12
100,ASHWORTH,PL,2,,7,4,3,600,27,3/1/2000,1999,F,1,3,Local,6,12578137,1
100,ATKINSON,AVE,6,,5,2,3,739.2,23,12/1/1999,1985,,1,1,Local,3,12572894,14
100,ATLANTIC,AVE,6,,doesn't,intersect,ct Atla,No Houses,,ntic,1985,,1,1,Local,3,12576699,#VALUE!
100,AUSTIN,AVE,6,,6,3,4,1636.8,23,12/1/1999,1999,,1,1,Local,3,12572328,0
100,AVERY,AVE,6,S,8,4,5,455,36,1/1/2016,1999,F,2,3,CO,6,13010364,17
100,AVERY,AVE,6,S,8,4,5,455,36,1/1/2016,1999,F,2,3,CO,6,13010365,17
100,AVERY,AVE,6,S,8,4,5,455,36,1/1/2016,1999,F,2,3,CO,6,12572698,17
100,AVOCA,ST,3,,5,3,2,422.4,27,2/1/2000,1985,,1,1,Local,3,12572709,15
100,AVON,RD,5,,5,3,3,686.4,27,12/1/2000,1999,O,1,2,Local,3,12581144,1
100,AVONDALE,PL,2,,5,3,3,561,25,12/1/1999,1985,F,1,3,Local,4,12577635,14
100,BAKER,AVE,6,,8,5,4,605,27,12/1/1999,1999,F,1,3,Local,6,12577267,0
100,BALDWIN,AVE,6,,8,4,5,1007,27,1/1/2016,1999,O,1,2,Local,3,12571994,17
100,BALL,CIR,7,,7,4,3,1031,26,12/1/1999,1985,O,1,2,Local,3,12576912,14
100,BALLANTYNE,RD,5,,5,2,3,805,31,12/1/1999,1999,F,1,3,Local,4,12576746,0
100,BALLANTYNE,RD,5,,5,2,3,805,31,12/1/1999,1999,F,1,3,Local,4,13028538,0
100,BALLARD,AVE,6,,5,4,2,375,,1/1/2016,1985,,1,1,Local,,12573229,31
100,BARKER,AVE,6,,2,1,4,178,30,3/1/2000,1999,O,1,2,Local,2,12573771,1
100,BARNES,AVE,6,,8,4,5,317,27,12/1/1999,1999,O,1,2,Local,3,12571901,0
100,BARNES,AVE,6,,8,4,5,317,27,12/1/1999,1999,O,1,2,Local,3,12571902,0
100,BARRINGTON,RD,5,,8,4,4,411,30,1/1/2016,1999,O,1,2,Local,3,12579593,17
100,BASIN,ST,3,,4,2,3,455,30,2/1/2000,1985,F,1,3,Local,4,12575165,15
100,BASSETT,ST,3,,5,3,3,616,27,1/1/2016,1985,F,1,3,Local,3,12578207,31
100,BASSETT,ST,3,,5,3,3,616,27,1/1/2016,1985,F,1,3,Local,3,13017590,31
100,BASSETT,ST,3,,5,3,3,616,27,1/1/2016,1985,F,1,3,Local,3,12578184,31
100,BASSETT,ST,3,,4,2,3,411,27,1/1/2016,1985,F,1,3,Local,3,12578207,31
100,BASSETT,ST,3,,4,2,3,411,27,1/1/2016,1985,F,1,3,Local,3,13017590,31
100,BASSETT,ST,3,,4,2,3,411,27,1/1/2016,1985,F,1,3,Local,3,12578184,31
100,BEACON,RD,5,,5,3,3,264,28,12/1/2000,1985,F,1,3,Local,6,12581052,15
100,BEACON,RD,5,,5,3,3,264,28,12/1/2000,1985,F,1,3,Local,6,12581056,15
100,BEAR,ST,3,W,6,4,3,411,36,2/1/2000,1985,F,3,3,MA,6,13001193,15
100,BEAR,ST,3,W,6,4,3,411,36,2/1/2000,1985,F,3,3,MA,6,12575201,15
100,BEAR,ST,3,W,6,4,3,411,36,2/1/2000,1985,F,3,3,MA,6,12575203,15
100,BEARD,AVE,6,E,6,4,3,528,25,12/1/1999,1999,F,1,3,Local,6,12577247,0
100,BEARD,AVE,6,E,6,4,3,528,25,12/1/1999,1999,F,1,3,Local,6,12577248,0
100,BEARD,AVE,6,W,4,3,2,587,28,1/1/2016,1999,F,1,3,Local,6,12577235,17
100,BEARD,PL,2,,6,4,2,580.8,12,12/1/1999,1999,F,1,3,Local,4,12577242,0
100,BEATTIE,ST,3,,7,3,4,900,22,1/1/2016,1988,O,1,2,Local,6,12578829,28
100,BEATTIE,ST,3,,7,3,4,900,22,1/1/2016,1988,O,1,2,Local,6,12578830,28
100,BEAUMONT,PL,2,,6,2,4,293,35,12/1/1999,1988,O,1,2,Local,3,12578937,11
100,BEAUMONT,PL,2,,6,2,4,293,35,12/1/1999,1988,O,1,2,Local,3,13011132,11
100,BECKER,ST,3,,5,3,4,300,19,1/1/2000,1985,O,1,2,Local,3,12580216,15
100,BEECH,ST,3,S,5,3,3,381,30,1/1/2016,1983,F,1,3,Local,6,12578258,33
100,BEECH,ST,3,S,5,3,3,381,30,1/1/2016,1983,F,1,3,Local,6,12578261,33
100,BEECHER,ST,3,,10,5,5,590,25,12/1/1999,1999,?,1,1,Local,6,12580084,0
100,BEECHER,ST,3,,10,5,5,590,25,12/1/1999,1999,?,1,1,Local,6,13012342,0
100,BEECHER,ST,3,,10,5,5,590,25,12/1/1999,1999,?,1,1,Local,6,12580077,0
100,BELLE,AVE,6,,6,3,3,1504,24,1/1/2016,1985,O,1,2,Local,3,12576721,31
100,BELLEVUE,AVE,6,,7,3,4,352,30,11/1/1999,1999,F,2,3,CO,6,12573312,0
100,BELLEVUE,AVE,6,,7,3,4,352,30,11/1/1999,1999,F,2,3,CO,6,12573326,0
100,BELLSHIRE,LN,8,,9,5,5,400,28,12/1/1999,1999,O,1,2,Local,3,12575550,0
100,BENDER,ST,3,,9,5,5,211,22,12/1/2000,1999,O,1,2,Local,3,12580651,1
100,BENEDICT,AVE,6,,5,2,3,739.2,24,12/1/1999,1985,,1,1,Local,3,12577312,14
100,BENEDICT,AVE,6,,5,2,3,739.2,24,12/1/1999,1985,,1,1,Local,3,12576899,14
100,BENNINGTON,DR,4,,6,3,4,528,27,1/1/2016,1985,F,1,3,Local,6,12576753,31
100,BERGER,AVE,6,,6,3,4,1262,25,1/1/2016,1999,O,1,2,Local,3,12571996,17
100,BERKELEY,DR,4,,10,5,5,367,32,11/1/2000,2000,F,1,3,Local,6,13011307,0
100,BERKELEY,DR,4,,10,5,5,367,32,11/1/2000,2000,F,1,3,Local,6,13017688,0
100,BERKELEY,DR,4,,10,5,5,367,32,11/1/2000,2000,F,1,3,Local,6,12577560,0
100,BERKSHIRE,AVE,6,,6,3,4,909,27,1/1/2000,1985,F,1,3,Local,6,12580624,15
100,BERTRAM,PL,2,,6,3,4,1060,28,1/1/2016,1985,O,1,2,Local,3,12572061,31
100,BERTRAM,PL,2,,6,3,4,1060,28,1/1/2016,1985,O,1,2,Local,3,12572064,31
100,BERTRAM,PL,2,,6,3,4,1060,28,1/1/2016,1985,O,1,2,Local,3,12572066,31
100,BERWYN,AVE,6,,6,3,4,633.6,22,12/1/1999,1985,,1,1,Local,3,12577307,14
100,BEVERLY,RD,5,,4,2,2,897.6,24,12/1/1999,1985,F,1,3,Local,4,12573141,14
100,BISHOP,AVE,6,,6,3,3,690,30,11/1/1999,1985,F,1,3,Local,6,12572116,14
100,BISSELL,ST,3,E,7,3,4,897.6,23,12/1/1999,1999,,1,1,Local,3,12573177,0
100,BISSELL,ST,3,W,7,4,4,686.4,24,12/1/1999,1999,,1,1,Local,3,12573172,0
100,BLAINE,ST,3,,4,2,3,633.6,25,1/1/2016,1985,F,1,3,Local,6,12573332,31
100,BLOSSOM,RD,5,,8,4,5,429,26,1/1/2016,1999,O,1,2,Local,3,12578748,17
100,BOISE,DR,4,,5,4,3,265,24,12/1/1999,1985,F,1,3,Local,6,12576976,14
100,BORDEN,AVE,6,E,6,3,3,550,33,1/1/2016,1999,F,1,3,Local,6,12577250,17
100,BORDEN,AVE,6,W,6,3,4,585,27,1/1/2016,1999,F,1,3,Local,6,12577243,17
100,BOSTON,ST,3,,6,3,4,290,25.5,12/1/2000,1985,O,1,2,Local,3,12581282,15
100,BOYDEN,ST,3,,5,2,3,615,27,1/1/2016,1985,F,1,3,Local,6,12580373,31
100,BRACE,ST,3,,6,3,4,580.8,21,12/1/1999,1985,1,1,4,Local,3,12575519,14
100,BRADFORD,LN,8,,10,5,5,718,29,11/1/2000,2000,O,1,2,Local,3,12578544,0
100,BRADFORD,PKWY,9,,10,5,5,1027,36,11/1/2000,2000,F,1,3,Local,6,13013251,0
100,BRADFORD,PKWY,9,,10,5,5,1027,36,11/1/2000,2000,F,1,3,Local,6,12578743,0
100,BRADFORD,PKWY,9,,10,5,5,1027,36,11/1/2000,2000,F,1,3,Local,6,13013253,0
100,BRADFORD,PKWY,9,,10,5,5,1027,36,11/1/2000,2000,F,1,3,Local,6,12578571,0
100,BRADFORD,PKWY,9,,10,5,5,1027,36,11/1/2000,2000,F,1,3,Local,6,13011010,0
100,BRADFORD,PKWY,9,,10,5,5,1027,36,11/1/2000,2000,F,1,3,Local,6,13011009,0
100,BRADFORD,ST,3,,8,4,5,554,25,12/1/1999,1985,O,1,2,Local,3,12571775,14
100,BRADLEY,ST,3,,7,4,4,350,24,12/1/1999,1985,,1,1,Local,3,12573075,14
100,BRAMPTON,RD,5,,6,3,4,1056,24.5,1/1/2016,1985,O,1,2,Local,3,12576521,31
100,BRATTLE,RD,5,,7,3,4,880,20,12/1/1999,1999,F,1,3,Local,6,13010278,0
100,BRIGGS,ST,3,,6,3,4,909,25,1/1/2000,1985,O,1,2,Local,3,12580630,15
100,BRIGHTON,AVE,6,E,7,3,4,528,35,1/1/2016,1985,F,4,3,PA,6,12576856,31
100,BRIGHTON,AVE,6,W,4,3,2,484,30,1/1/2016,1985,F,1,3,Local,6,12576813,31
100,BRIGHTON,AVE,6,W,4,3,2,484,30,1/1/2016,1985,F,1,3,Local,6,12576812,31
100,BRISTOL,PL,2,,5,3,2,380,25,12/1/1999,1985,F,1,3,Local,6,12578170,14
100,BROAD,ST,3,,6,3,4,440,36,12/1/1999,1988,F,2,3,CO,6,12577532,11
100,BROADVIEW,DR,4,,7,3,4,500,24,12/1/1999,1999,,1,1,Local,3,12572178,0
100,BRONSON,ST,3,,7,4,4,338,27,1/1/2016,1985,O,1,2,Local,3,12576507,31
100,BRONX,AVE,6,,6,3,4,320,23,1/1/2000,1985,O,1,2,Local,3,12580485,15
100,BRONX,AVE,6,,6,3,4,320,23,1/1/2000,1985,O,1,2,Local,3,12580482,15
100,BROOKFORD,RD,5,,7,3,4,616,34.5,1/1/2016,1999,F,1,3,Local,6,13013255,17
100,BROOKFORD,RD,5,,7,3,4,616,34.5,1/1/2016,1999,F,1,3,Local,6,12578742,17
100,BROOKLEA,DR,4,,7,4,4,314,30,1/1/2016,1985,O,1,2,Local,3,12576492,31
100,BROOKLEA,PL,2,,7,4,3,997,26,1/1/2016,1985,O,1,2,Local,3,12576515,31
100,BROOKSIDE,DR,4,,8,4,4,158,,1/1/2016,1985,,1,1,Local,3,12564359,31
100,BROWN,ST,3,,6,3,3,792,16,2/1/2000,1985,O,1,2,Local,3,13001365,15
100,BRUCE,ST,3,,6,3,3,500,25.5,12/1/1999,1985,O,1,2,Local,3,12578793,14
100,BRUCE,ST,3,,6,3,3,500,25.5,12/1/1999,1985,O,1,2,Local,3,12578797,14
100,BRYANT,AVE,6,,10,5,5,546,24,12/1/1999,1999,F,1,3,Local,6,12573398,0
100,BUCKINGHAM,AVE,6,,9,5,5,800,30,1/1/2016,1999,F,1,3,Local,6,12577549,17
100,BUCKINGHAM,AVE,6,,9,5,5,800,30,1/1/2016,1999,F,1,3,Local,6,12577606,17
100,BUCKINGHAM,AVE,6,,9,5,5,800,30,1/1/2016,1999,F,1,3,Local,6,12577554,17
100,BUNGALOW,TER,1,,6,2,4,633.6,25,12/1/1999,1999,,1,1,Local,3,12572338,0
100,BURDICK,AVE,6,,7,4,3,733,23,12/1/1999,1985,O,1,2,Local,3,12575525,14
100,BURLINGAME,RD,5,,7,3,4,960,18,12/1/1999,1985,O,1,2,Local,3,13009825,14
100,BURLINGAME,RD,5,,7,3,4,960,18,12/1/1999,1985,O,1,2,Local,3,13016716,14
100,BURNET,AVE,6,,10,5,5,733,34,12/1/1999,1999,F,3,3,MA,6,12577920,0
100,BURNET,AVE,6,,10,5,5,733,34,12/1/1999,1999,F,3,3,MA,6,12577921,0
100,BURNET PARK,DR,4,,5,3,3,325,27,1/1/2016,1985,F,1,3,Local,6,12572727,31
100,BURNET PARK,DR,4,,5,3,3,325,27,1/1/2016,1985,F,1,3,Local,6,12572729,31
100,BURNS,AVE,6,,8,4,4,484,26,12/1/2000,1989,O,1,2,Local,3,12581280,11
100,BURT,ST,3,,4,3,2,337,30,12/1/1999,1985,F,3,3,MA,6,12577368,14
100,BURTEN,ST,3,,7,3,5,264,25,12/1/1999,1985,,1,1,Local,3,12576954,14
100,BUTLER,ST,3,,7,4,4,528,26,12/1/1999,1999,,1,1,Local,3,12576961,0
100,BUTTERNUT,ST,3,,7,4,4,1500,27,12/1/2000,1985,F,3,3,MA,6,12573973,15
100,BUTTERNUT,ST,3,,7,4,4,1500,27,12/1/2000,1985,F,3,3,MA,6,12575109,15
100,BUTTERNUT,ST,3,,7,4,4,1500,27,12/1/2000,1985,F,3,3,MA,6,13001163,15
100,BUTTERNUT,ST,3,,7,4,4,1500,27,12/1/2000,1985,F,3,3,MA,6,13001176,15
100,BUTTERNUT,ST,3,,7,4,4,1500,27,12/1/2000,1985,F,3,3,MA,6,13001290,15
100,BUTTERNUT,ST,3,,7,4,4,1500,27,12/1/2000,1985,F,3,3,MA,6,12575108,15
100,BYRNE,PL,2,,8,4,5,603,24.5,1/1/2016,2000,O,1,2,Local,3,12576553,16
100,BYRNE,PL,2,,8,4,5,603,24.5,1/1/2016,2000,O,1,2,Local,3,12576551,16
100,CADILLAC,ST,3,,9,5,5,531,26,12/1/2000,1999,O,1,2,Local,3,12580563,1
100,CADILLAC,ST,3,,9,5,5,531,26,12/1/2000,1999,O,1,2,Local,3,13012488,1
100,CADWELL,ST,3,,8,4,5,177,32,1/1/2016,1999,,1,1,Local,3,12573086,17
100,CALEB,AVE,6,,5,2,4,150,25,12/1/2000,1985,O,1,2,Local,3,13001428,15
100,CALTHROP,AVE,6,E,5,4,3,211.2,30,1/1/2016,1999,,1,1,Local,4,12576774,17
100,CALTHROP,AVE,6,W,10,5,5,1210,25,12/1/1999,1999,F,1,3,Local,6,12576769,0
100,CALVIN,RD,5,,5,3,5,633.6,26,1/1/2016,1985,,1,1,Local,3,12571867,31
100,CAMBRIDGE,ST,3,,5,3,2,1531.2,27.5,1/1/2016,1985,F,1,3,Local,6,12578690,31
100,CAMP,AVE,6,,8,4,5,575,28,1/1/2016,1999,O,1,2,Local,3,12571771,17
100,CANNON,ST,3,,6,3,3,411,24,12/1/1999,1985,F,1,3,Local,6,12576836,14
100,CARBON,ST,3,,5,3,2,186,36,1/1/2000,1985,F,1,3,Local,6,12580109,15
100,CARBON,ST,3,S,6,3,4,465,27,3/1/2000,1985,F,1,3,Local,6,12580110,15
100,CARLISLE,ST,3,,5,2,4,528,25,1/1/2000,1985,O,1,2,Local,4,12575300,15
100,CARLTON,DR,4,,8,5,4,1111,29,12/1/1999,1999,O,1,2,Local,3,12578950,0
100,CARLTON,DR,4,,8,5,4,1111,29,12/1/1999,1999,O,1,2,Local,3,13011134,0
100,CARLTON,RD,5,,3,1,4,639,27,1/1/2016,1985,,1,1,Local,3,12571873,31
100,CATAWBA,ST,3,,6,3,3,378,42,2/1/2000,1987,F,1,3,Local,6,12575122,13
100,CATAWBA,ST,3,,6,3,3,378,42,2/1/2000,1987,F,1,3,Local,6,13018246,13
100,CATAWBA,ST,3,,6,3,3,378,42,2/1/2000,1987,F,1,3,Local,6,12575167,13
100,CATAWBA,ST,3,,6,3,3,378,42,2/1/2000,1987,F,1,3,Local,6,12575118,13
100,CATHERINE,ST,3,,8,4,5,549,30,1/1/2016,1985,F,1,3,Local,6,12578010,31
100,CAYUGA,ST,3,,6,3,4,660,31,3/1/2000,1999,,1,1,Local,3,12572830,1
100,CAYUGA,ST,3,,6,3,4,660,31,3/1/2000,1999,,1,1,Local,3,13010436,1
100,CAYUGA,ST,3,,6,3,4,660,31,3/1/2000,1999,,1,1,Local,3,13010437,1
100,CENTRAL,AVE,6,,6,2,4,316.8,16,2/1/2000,1985,,1,1,Local,3,12573584,15
100,CHAFFEE,AVE,6,E,7,3,4,1064,27,1/1/2016,1999,O,1,2,Local,3,12576518,17
100,CHAFFEE,AVE,6,E,7,3,4,1064,27,1/1/2016,1999,O,1,2,Local,3,12576516,17
100,CHAFFEE,AVE,6,E,7,3,4,1064,27,1/1/2016,1999,O,1,2,Local,3,12576514,17
100,CHAFFEE,AVE,6,E,7,3,4,1064,27,1/1/2016,1999,O,1,2,Local,3,12571710,17
100,CHAMPLIN,DR,4,,7,3,4,600,23,1/1/2000,1989,O,1,2,Local,3,12581127,11
100,CHANNING,PL,2,,8,4,5,220,23,1/1/2016,1999,O,1,2,Local,3,12576552,17
100,CHARLOTTE,ST,3,,10,5,5,1003.2,18.5,12/1/1999,1999,,1,1,Local,3,12572795,0
100,CHARMOUTH,DR,4,,6,3,3,792,30,12/1/1999,1999,O,1,2,Local,3,12572041,0
100,CHATHAM,PL,2,,8,4,4,316.8,26,12/1/2000,1999,O,1,2,Local,3,12580710,1
100,CHATHAM,RD,5,,5,2,3,897.6,27,12/1/2000,1985,F,1,3,Local,6,12580500,15
100,CHELTENHAM,RD,5,E,6,3,4,760,25,1/1/2016,1985,O,1,2,Local,3,12576530,31
100,CHELTENHAM,RD,5,W,10,5,5,745,24,12/1/1999,1999,O,1,2,Local,3,12576510,0
100,CHEMUNG,ST,3,,4,2,2,338,36,1/1/2016,1985,F,1,3,Local,6,12574860,31
100,CHENEY,ST,3,,4,2,2,792,27,1/1/2016,1983,F,1,3,Local,6,12573155,33
100,CHENEY,ST,3,,4,2,2,792,27,1/1/2016,1983,F,1,3,Local,6,12573154,33
100,CHENEY,ST,3,,4,2,2,792,27,1/1/2016,1983,F,1,3,Local,6,12573160,33
100,CHENNAULT,DR,4,,7,3,4,274,19,12/1/1999,1985,O,1,2,Local,3,12578500,14
100,CHERRY,ST,3,,5,3,2,372,34,12/1/1999,1985,O,1,2,Local,3,12578205,14
100,CHERRY,ST,3,,5,3,2,372,34,12/1/1999,1985,O,1,2,Local,3,13001971,14
100,CHESTER,ST,3,,6,4,3,792,27,12/1/1999,1999,,1,1,Local,3,12573226,0
100,CHURCHILL,AVE,6,,6,3,4,175,24,1/1/2016,1985,O,1,2,Local,3,12576754,31
100,CIRCLE,RD,5,,6,2,4,909,24,12/1/1999,1989,F,1,3,Local,6,12577510,10
100,CIRCLE,RD,5,,6,2,4,909,24,12/1/1999,1989,F,1,3,Local,6,13006931,10
100,CLAIRE,RD,5,,9,5,5,950,30,1/1/2016,1999,O,1,2,Local,3,12578927,17
100,CLAIRMONTE,AVE,6,,10,5,5,515,28,11/1/2000,2000,F,1,3,Local,6,13002181,0
100,CLAIRMONTE,AVE,6,,10,5,5,515,28,11/1/2000,2000,F,1,3,Local,6,12572992,0
100,CLARENCE,AVE,6,,7,4,4,350,27,1/1/2016,1985,O,1,2,Local,3,12576614,31
100,CLARENDON,ST,3,,3,1,2,335,24,12/1/1999,1985,F,1,3,Local,6,12577582,14
100,CLARKE,ST,3,,5,2,3,270,27,12/1/1999,1999,F,1,3,Local,6,12578512,0
100,CLARKE,ST,3,,5,2,3,270,27,12/1/1999,1999,F,1,3,Local,6,12578511,0
100,CLAYTON,AVE,6,,7,3,4,433,22,12/1/1999,1985,O,1,2,Local,3,12571821,14
100,CLEVELAND,AVE,6,,7,4,4,315,27,1/1/2000,1999,O,1,2,Local,3,12580192,1
100,CLIFTON,PL,2,,6,3,4,1257,25,12/1/1999,1999,F,1,3,Local,6,12580999,0
100,CLINTON,ST,3,N,6,3,4,186,40,2/1/2000,1999,F,3,3,MA,6,12573889,1
100,CLINTON,ST,3,S,5,2,3,330,50,2/1/2000,1985,F,3,3,MA,6,12573888,15
100,CLINTON,ST,3,S,5,2,3,330,50,2/1/2000,1985,F,3,3,MA,6,12573885,15
100,CLOVER,ST,3,,5,3,2,528,30,1/1/2016,1985,F,1,3,Local,6,12573313,31
100,CLYDE,AVE,6,,10,5,5,909,28.5,11/1/1999,1999,O,1,2,Local,3,12572047,0
100,CODY,AVE,6,,5,2,4,422.4,27,2/1/2000,1985,,1,1,Local,3,12572713,15
100,COFFEY,DR,4,,6,3,4,211.2,18,2/1/2000,1985,,1,1,Local,3,12572736,15
100,COLBY,AVE,6,,7,4,4,1003,26,12/1/2000,1985,O,1,2,Local,3,12581117,15
100,COLDBROOK,DR,4,,8,4,4,300,18.5,1/1/2016,1999,O,1,2,Local,3,13002113,17
100,COLERIDGE,AVE,6,,7,3,4,700,25,1/1/2016,1988,F,1,3,Local,6,12573399,28
100,COLLEGE,PL,2,,now private,ate,,1108.8,34,11/1/1995,1985,F,1,3,Local,6,12577579,10
100,COLLINGWOOD,AVE,6,N,7,3,4,708,28,12/1/2000,1988,O,1,2,Local,3,12581096,12
100,COLLINGWOOD,AVE,6,S,7,4,4,897,24,12/1/1999,1989,O,1,2,Local,3,12581069,10
100,COLUMBIA,AVE,6,,5,2,4,535,27,12/1/1999,1985,F,1,3,Local,6,12572028,14
100,COLUMBUS,AVE,6,,6,3,3,352,36,1/1/2016,1985,F,1,3,Local,6,12578220,31
100,COLUMBUS,AVE,6,,6,3,3,352,36,1/1/2016,1985,F,1,3,Local,6,12578219,31
100,COLVIN,ST,3,E,4,2,3,522,36,1/1/2016,1999,F,3,3,MA,6,12577239,17
100,COLVIN,ST,3,E,4,2,3,522,36,1/1/2016,1999,F,3,3,MA,6,12577273,17
100,COLVIN,ST,3,W,4,2,3,291,25,12/1/1999,1985,F,3,3,MA,6,12577237,14
100,COMMONWEALTH,AVE,6,,8,4,4,211.2,11,3/1/2000,1999,O,1,2,Local,6,12575251,1
100,COMSTOCK,AVE,6,,7,4,3,615,27,2/1/2000,1999,F,3,3,MA,6,12578143,1
100,COMSTOCK,AVE,6,,7,4,3,615,27,2/1/2000,1999,F,3,3,MA,6,12578146,1
100,COMSTOCK,PL,2,,8,5,4,432,26,1/1/2016,1999,O,1,2,Local,3,12578145,17
100,CONAN,ST,3,,6,3,3,483,23,1/1/2016,1985,O,1,2,Local,3,13009802,31
100,CONAN,ST,3,,6,3,3,483,23,1/1/2016,1985,O,1,2,Local,3,12576703,31
100,CONCORD,PL,2,,8,4,4,739.2,34,12/1/1999,1999,F,1,3,Local,6,13011166,0
100,CONCORD,PL,2,,8,4,4,739.2,34,12/1/1999,1999,F,1,3,Local,6,13011167,0
100,CONCORD,PL,2,,8,4,4,739.2,34,12/1/1999,1999,F,1,3,Local,6,12578515,0
100,CONCORD,PL,2,,8,4,4,739.2,34,12/1/1999,1999,F,1,3,Local,6,13011168,0
100,CONGRESS,AVE,6,,7,4,3,285,32,3/1/2000,1985,F,1,3,Local,3,12573298,15
100,CONGRESS,AVE,6,,7,4,3,285,32,3/1/2000,1985,F,1,3,Local,3,12573296,15
100,CONIFER,DR,4,,7,3,4,1383,27.5,1/1/2016,1985,O,1,2,Local,3,12564411,31
100,COOK,AVE,6,,10,5,5,924,27,11/1/2000,2000,F,1,3,Local,6,12580996,0
100,COOLIDGE,AVE,6,,6,4,3,843,30,12/1/1999,1983,F,1,3,Local,6,12573261,16
100,CORAL,AVE,6,,8,4,5,381,23,12/1/1999,1989,O,1,2,Local,3,12576690,10
100,CORDOVA,ST,3,,10,5,5,484,23,11/1/2000,2000,O,1,2,Local,3,12576648,0
100,CORNELL,AVE,6,,6,3,4,626,27,12/1/1999,1985,O,1,2,Local,3,12571810,14
100,CORNING,AVE,6,E,3,1,3,264,27,1/1/2016,1985,F,1,3,Local,6,12576857,31
100,CORNING,AVE,6,W,8,4,5,969,27.5,1/1/2016,2000,O,1,2,Local,3,12576806,16
100,CORTLAND,PL,2,,7,4,4,764,24,12/1/1999,1985,O,1,2,Local,3,12576573,14
